ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_308709699243829,2012-12-04 01:58:27,134,16,4,134,0,154,1122.0,149.0,"WATCH THIS VIDEO!

""December 4th, 2012, will be the first-ever Wildlife Conservation Day.

Our goal is to inform more people about this global conservation crisis.

Attacks on rhinos and elephants are multiplying at an alarming rate.

Species around the globe such as tigers in Asia are endangered.

By some estimates, the black market for wildlife trafficking is rivaled in size only by the illegal arms and drug trade.

The slaughter of endangered species robs communities of income from tourism, reduces biodiversity, encourages corruption, undermines good governance.

That's why we are training officials and educating prosecutors about wildlife crimes and helping countries strengthen their enforcement laws.

But we cant do this without you.

Please, join us. Become part of the solution.

You have the choice to refuse to purchase products made from endangered wildlife.

Together we can save these animals before it is too late.

Stand up and speak out, and stop this trade.

Visit www.wildlifepledge.org.

Take the pledge to respect and protect the worlds wildlife.""

http://www.youtube.com/watch?v=pHrIl7BagxQ",2012-12-04,4.0
79770243223_10151696926363224,2013-08-28 06:11:14,110,8,2,110,0,120,75.0,1.0,http://blogs.usembassy.gov/todd/2013/08/27/the-promise-of-a-new-generation/,2013-08-28,2.0
79770243223_10153503347678224,2016-02-08 05:33:12,304,33,6,304,0,343,418.0,38.0,"
    !

LUNAR NEW YEAR 
To all Cambodians celebrating the Lunar New Year, we wish you health, happiness, and success in the Year of the Monkey!

To read the Lunar New Year press statement from the U.S. Department of State, visit http://www.state.gov/secretary/remarks/2016/02/252234.htm.",2016-02-08,6.0
79770243223_10151713806293224,2013-09-06 08:36:58,269,33,2,269,0,304,225.0,35.0,"Did you know?  You can get the entire online program for World Water Week here: http://goo.gl/Uf9lwY.

Check out what lectures, seminars, and workshops are happening each day and learn more about the topics being discussed.",2013-09-06,2.0
79770243223_10152490093243224,2014-09-30 11:00:01,510,12,2,510,0,524,245.0,33.0,"Secretary of State Kerry discusses Afghanistans triumph of statesmanship and compromise in a recent Washington Post article.  

Where else do you think statesmanship and compromise can be applied to solve a global impasse?

http://goo.gl/wkxiwL",2014-09-30,2.0
79770243223_111202652294263,2011-04-04 06:43:33,14,0,0,14,0,14,48.0,,"U.S. Embassy Phnom Penh, Cambodia shared a link.",2011-04-04,
79770243223_10152727396003224,2015-01-16 01:32:35,179,9,4,179,0,192,194.0,32.0,"Monday, January 19, 2015, the Embassy will be closed in observance of the Birthday of Martin Luther King, Jr. (American Holiday).  The Embassy will re-open for official business on January 20th.",2015-01-16,3.0
79770243223_10152921268148224,2015-04-20 03:14:23,2499,165,22,2499,0,2686,1440.0,103.0,"   (USAID)           USAID   USAID        USAID  usaid.gov/cambodia 

Recently, USAID Supporting Forests and Biodiversity Project held training events for women in Kampong Damrey village to become leaders in their community and preserving the surrounding forest.  Chief of Kampong Damrey Community Forest Ms. Khuon Doeurn is committed to protecting the natural resources that benefit the entire community. She had this to say about her involvement in the USAID project:  By participating in USAIDs activities, I gained confidence and foresight. Im now capable of ensuring that women have a voice and that their needs are taken into account in the community decision-making process. Learn more about USAID in Cambodia, here: usaid.gov/cambodia",2015-04-20,22.0
79770243223_10152907417343224,2015-04-14 03:00:01,1061,38,12,1061,0,1111,1431.0,131.0,"   (USAID)           (HCC)  USAID              USAID

Recently, a USAID-funded business grant was given to Narin from Kampot province to help launch his now thriving farm.  Narin was a migrant worker in Thailand when a Counter Trafficking in Persons (CTIP) trained Moto taxi driver told him that #USAID partner Healthcare Center for Children (HCC) could help him make a better living.  There he learned to raise chickens, pigs and ducks and received a grant to purchase materials and animals.  Narin had this to say: ""If I compare my current life to the one I had before, I can say that today I earn money and have a permanent job.  Thank you for the USAID's grant"".  

Counter Trafficking In Persons CTIP II Program USAID - US Agency for International Development #Cambodia",2015-04-14,12.0
79770243223_10151435695133224,2013-03-23 13:50:24,327,25,15,327,0,367,379.0,38.0,"         ?

Millions of women and girls in developing countries walk about 6 kilometers every day to collect water for their families.

What would you do if you had to travel that far just to get a drink of water?

Read more: http://goo.gl/k2pOl",2013-03-23,14.0
79770243223_10152777492273224,2015-02-10 03:47:53,3160,248,54,3160,0,3462,902.0,75.0,"   Julie Chung             

Yesterday, Deputy Chief of Mission Julie Chung took part in the Rumcheck Commune School ribbon-cutting ceremony in Kampong Cham province.  The U.S. Army Corps of Engineers, Headquarters financed construction of the school, which includes six classrooms and one teachers room, and a separate bathroom building with six toilet stalls.  The new school will serve over 700 students and is an example of U.S. military humanitarian assistance for the benefit of the Cambodian people.

#Cambodia",2015-02-10,54.0
79770243223_10152384170513224,2014-08-13 08:15:01,160,1,4,160,0,165,149.0,21.0,"Today is International Students Day! Tune in now to get your questions answered and receive
advice about studying in the U.S.

http://goo.gl/uUdp8u 
",2014-08-13,4.0
79770243223_10150963633263224,2012-06-21 11:41:16,1001,52,34,1001,0,1087,203.0,2.0," Clinton     

 link   
http://youtu.be/KhNAjkVqjbM",2012-06-21,29.0
79770243223_10153320673888224,2015-11-01 08:00:01,118,7,0,118,0,125,306.0,36.0,"Video games with a purpose: @gamesforchange prove you can have fun while doing good.

""Half the Sky Movement: The Game"" teaches players about nonprofits dedicated to womens issues and provides donation opportunities. To download the games, visit: http://www.gamesforchange.org/play/

https://goo.gl/LiJKR9",2015-11-01,
79770243223_10152782700633224,2015-02-13 07:15:00,1652,54,24,1652,0,1730,304.0,44.0,"Deputy Chief of Mission Julie Chung took part in the Grand Opening ceremony of Dominos Pizza last night.  Representatives from Dominos Pizza, local celebrities, and members of the business community attended the event to welcome the iconic American pizza company to #Cambodia. 

Domino's Pizza Cambodia",2015-02-13,24.0
79770243223_10150409138593224,2011-12-07 10:13:28,309,3,30,309,0,342,158.0,9.0,"It's December and we've got christmas trees in the Embassy.

      ",2011-12-07,30.0
79770243223_10151946851668224,2013-12-29 10:43:14,220,11,0,220,0,231,590.0,63.0,"Ten delegates from Cambodia attended the Link, Engage, Activate, Develop (LEAD) ASEAN Youth Summit in Manila, Philippines.

Organized by the U.S. Embassy in Manila in partnership with the Ayala Foundation, the summit brought together 150 of the brightest young leaders in Southeast Asia to exchange ideas on addressing important regional issues, focusing on ways to promote economic development, environmental protection, education, and human development.

Read more: http://cambodia.usembassy.gov/cambodian_young_leaders_reflect_on_lessons_learned_at_the_lead_asean_youth_summit.html",2013-12-29,
79770243223_113855432026202,2011-02-28 08:59:23,28,1,8,28,0,37,184.0,3.0,  (Green Card)     link ,2011-02-28,7.0
79770243223_10154031273078224,2016-09-20 05:07:55,605,35,2,608,3,645,2721.0,178.0,"    

A topic of increasing interest in the world of finance is ethical banking, where banks adopt environmentally and socially conscious practices.

  USAID      

Now, thanks to a new project supported by USAID Cambodia, for the first time ever Cambodian banks have agreed to consider environmental and social impacts when making decisions about what projects to support. This agreement sets a new model for the region for corporate social responsibility by major banking institutions. 

      (ABC)   ABC    USAID    

The new commitment was signed on Monday by Association of Banks in Cambodia (ABC) acting chairman Charles Vann. The ABC designed the language with technical support from USAID's Mekong Partnership for the Environment (MPE) regional program. Other partners include the Ministry of Environment, the National Bank of Cambodia, and the National Council for Sustainable Development.

 Julie Chung          

U.S. Embassy Charge daffaires Julie Chung spoke at the signing event, noting that Integrating environmental and social principles into investment decisions is not only important to ensure long-term business growth, but it is also integral to protecting and sustaining the human and natural resources that Cambodia will need in the future.

 https://kh.usembassy.gov/remarks-charge-daffaires-association-banks-cambodia-sustainable-finance-initiative-launch-signing/ 

Read the full remarks here: https://kh.usembassy.gov/remarks-charge-daffaires-association-banks-cambodia-sustainable-finance-initiative-launch-signing/.
#Cambodia",2016-09-20,2.0
